,title,averageRating,cluster_agg
7489,I Saw the Devil (Akmareul boatda) (2010),3.875,49
591,Heaven's Prisoners (1996),3.333333333333333,49
2194,Body Heat (1981),4.0,49
2638,"Postman Always Rings Twice, The (1981)",3.5,49
9041,Legend (2015),3.5,49
3801,Nine Queens (Nueve reinas) (2000),3.5,49
1271,Red Corner (1997),3.6666666666666665,49
4636,"Cercle Rouge, Le (Red Circle, The) (1970)",3.5,49
6497,Ocean's Thirteen (2007),3.484848484848485,49
4073,Femme Fatale (2002),3.375,49
8135,Trance (2013),3.75,49
645,Ransom (1996),3.3378378378378377,49
9025,Cop Car (2015),3.5,49
5318,Suspect Zero (2004),3.5,49
3609,Sudden Impact (1983),3.5,49
1260,Incognito (1997),3.5,49
1323,King of New York (1990),3.9,49
4985,Versus (2000),3.75,50
8071,John Dies at the End (2012),4.0,50
940,Dead Alive (Braindead) (1992),4.05,50
960,Evil Dead II (Dead by Dawn) (1987),4.044117647058823,50
6230,High School Musical (2006),2.0,51
7748,"Muppets, The (2011)",2.6,51
7754,Another Cinderella Story (2008),2.5,51
7767,The Hunger Games (2012),3.435185185185185,52
6681,Jumper (2008),3.0,52
8590,Jurassic World (2015),3.260869565217391,52
6458,Sunshine (2007),3.6428571428571432,52
5161,"Day After Tomorrow, The (2004)",3.05,52
9707,Jurassic World: Fallen Kingdom (2018),3.25,52
6330,Children of Men (2006),3.9453125,52
5665,"Sound of Thunder, A (2005)",2.75,52
1138,Cats Don't Dance (1997),3.0,53
6804,"Little Drummer Boy, The (1968)",2.5,53
3990,Jonah: A VeggieTales Movie (2002),2.0,53
3883,Wagons East (1994),2.0,54
5876,"Frisco Kid, The (1979)",2.5,54
8437,A Million Ways to Die in the West (2014),2.958333333333333,54
424,Lightning Jack (1994),2.5,54
9166,Saw (2003),4.5,55
920,Psycho (1960),4.036144578313253,55
4679,"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",3.8571428571428568,55
6564,"4 Months, 3 Weeks and 2 Days (4 luni, 3 saptamâni si 2 zile) (2007)",4.0,56
7466,"King's Speech, The (2010)",4.043103448275862,56
3773,"Piano Teacher, The (La pianiste) (2001)",4.0,56
5704,"Sea Inside, The (Mar adentro) (2004)",4.0,56
280,Strawberry and Chocolate (Fresa y chocolate) (1993),4.0,56
9642,LBJ (2017),4.0,56
1965,"King of Masks, The (Bian Lian) (1996)",4.0,56
1721,"Elephant Man, The (1980)",4.029411764705882,56
147,Kids (1995),3.975,56
1433,Ordinary People (1980),4.0,56
2522,"Ogre, The (Unhold, Der) (1996)",4.0,56
7072,My Sister's Keeper (2009),4.0,56
299,Double Happiness (1994),4.0,56
6139,Winter Passing (2005),4.0,56
2773,Sarafina! (1992),4.0,56
9648,Molly's Game (2017),4.0,56
6980,"Divo, Il (2008)",4.0,56
1715,Love Is the Devil (1998),4.0,56
7548,"Sunset Limited, The (2011)",4.0,56
3754,Taps (1981),4.0,56
7486,Barney's Version (2010),4.0,56
2324,Liberty Heights (1999),4.0,56
9649,Wonder (2017),4.0,56
4085,Madame Bovary (1991),4.0,56
1077,Bastard Out of Carolina (1996),4.0,56
227,Ladybird Ladybird (1994),4.0,56
4659,Damage (Fatale) (1992),4.0,56
8290,Dallas Buyers Club (2013),3.9705882352941178,56
6869,"Secret Life of Bees, The (2008)",4.0,56
8487,White Frog (2012),4.0,56
2356,Flawless (1999),4.0,56
2833,Groove (2000),4.0,56
2904,Solas (1999),4.0,56
8731,The End of the Tour (2015),4.0,56
861,Manon of the Spring (Manon des sources) (1986),4.0625,56
2359,"End of the Affair, The (1999)",4.0,56
7611,"Tree of Life, The (2011)",4.0,56
2580,"Good Mother, The (1988)",4.0,56
851,Glory Daze (1995),4.0,56
1833,Hurlyburly (1998),4.0,56
8466,Whiplash (2014),4.039473684210527,56
2811,"Golden Bowl, The (2000)",4.0,56
803,Trees Lounge (1996),4.0,56
5108,Au revoir les enfants (1987),4.1,56
2521,Daughters of the Dust (1991),4.0,56
2804,Butterfly (La lengua de las mariposas) (1999),4.0,56
8742,Eden (2014),4.0,56
7460,Certified Copy (Copie conforme) (2010),4.0,56
8020,"Sessions, The (Surrogate, The) (2012)",4.0,56
847,"Single Girl, A (Fille seule, La) (1995)",4.0,56
9115,Trumbo (2015),4.0,56
3654,"Waterdance, The (1992)",4.0,56
259,Priest (1994),4.0,56
5573,"Stolen Children (Ladro di bambini, Il) (1992)",4.0,56
1884,"Apple, The (Sib) (1998)",4.0,56
4850,Where the Day Takes You (1992),4.0,56
2918,"Broken Hearts Club, The (2000)",4.0,56
8215,Fruitvale Station (2013),4.0,56
6704,City of Men (Cidade dos Homens) (2007),4.0,56
105,"Boys of St. Vincent, The (1992)",4.0,56
1875,"Harmonists, The (1997)",4.0,56
2447,Howards End (1992),4.0,56
5083,"Power of One, The (1992)",4.0,56
7713,Beautiful Boy (2010),4.0,56
5789,Purple Butterfly (Zi hudie) (2003),4.0,56
3370,Dad (1989),4.0,56
3566,"Town is Quiet, The (Ville est tranquille, La) (2000)",4.0,56
1229,Ulee's Gold (1997),4.0,56
564,It's My Party (1996),4.0,56
2775,"Long Walk Home, The (1990)",4.0,56
3044,Amazing Grace and Chuck (1987),4.0,56
7875,"Lucky One, The (2012)",4.0,56
7673,Hesher (2010),4.0,56
2857,Wonderland (1999),4.0,56
8139,42 (2013),4.0,56
7504,"Way Back, The (2010)",4.0,56
2473,Raining Stones (1993),4.0,56
562,"Run of the Country, The (1995)",4.0,56
1214,Star Maps (1997),4.0,56
603,Ashes of Time (Dung che sai duk) (1994),4.0,56
3842,Thirteen Conversations About One Thing (a.k.a. 13 Conversations) (2001),4.0,56
50,Georgia (1995),4.0,56
6479,This Is England (2006),4.0,56
2013,Limbo (1999),4.0,56
4956,Henry & June (1990),4.0,56
5313,We Don't Live Here Anymore (2004),4.0,56
2853,"Official Story, The (La historia oficial) (1985)",4.0,56
2251,Melvin and Howard (1980),4.0,56
3803,World Traveler (2001),4.0,56
4509,"Angel at My Table, An (1990)",4.0,56
6268,Half Nelson (2006),4.0,56
8628,Mommy (2014),4.0,56
2142,"Soldier's Story, A (1984)",4.0,56
460,"Savage Nights (Nuits fauves, Les) (1992)",4.0,56
2133,West Beirut (West Beyrouth) (1998),4.0,56
7157,Coco Before Chanel (Coco avant Chanel) (2009),4.0,56
5174,"Doctor, The (1991)",4.0,56
5015,"Bang, Bang, You're Dead (2002)",4.0,56
5005,"Scent of Green Papaya, The (Mùi du du xhan - L'odeur de la papaye verte) (1993)",4.0,56
3191,Bread and Roses (2000),4.0,56
5019,"11'09""01 - September 11 (2002)",4.0,56
2065,Otello (1986),4.0,56
8831,Woman in Gold (2015),4.0,56
1248,Hurricane Streets (1997),4.0,56
1566,Tex (1982),4.0,56
4299,Levity (2003),4.0,56
7519,Even the Rain (También la lluvia) (2010),4.0,56
2781,Sunshine (1999),4.0,56
3679,Beijing Bicycle (Shiqi sui de dan che) (2001),4.0,56
3392,Last Exit to Brooklyn (1989),4.0,56
4437,"Embalmer, The (Imbalsamatore, L') (2002)",4.0,56
4279,Talent for the Game (1991),4.0,56
1278,Artemisia (1997),4.0,56
6842,John Adams (2008),4.0,56
4450,"Mondays in the Sun (Lunes al sol, Los) (2002)",4.0,56
2268,Rosetta (1999),4.0,56
327,Mrs. Parker and the Vicious Circle (1994),4.0,56
3218,"Anniversary Party, The (2001)",4.0,56
4193,Ethan Frome (1993),4.0,56
7689,Neds (2010),4.0,56
342,"Man of No Importance, A (1994)",4.0,56
7854,Detachment (2011),4.0,56
9512,The Hero (2017),4.0,56
3031,Panic (2000),4.0,56
4204,Tokyo Decadence (Topâzu) (1992),4.0,56
7360,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),3.571428571428572,57
6260,"Ant Bully, The (2006)",3.25,57
5735,Charlie and the Chocolate Factory (2005),3.0,57
7355,Toy Story 3 (2010),4.1090909090909085,57
3207,"Magnificent Seven, The (1960)",3.59375,58
766,"Davy Crockett, King of the Wild Frontier (1955)",3.0,58
4651,"Missing, The (2003)",3.6666666666666665,58
515,"Wild Bunch, The (1969)",3.8181818181818175,58
3204,"Horse Soldiers, The (1959)",4.0,58
442,"Perfect World, A (1993)",3.3846153846153846,59
223,Kiss of Death (1995),3.2,59
8078,"Iceman, The (2012)",3.5,59
4910,Taking Lives (2004),3.25,59
3290,Bully (2001),3.6428571428571432,59
1295,Jackie Brown (1997),3.6979166666666665,59
4244,"Life of David Gale, The (2003)",3.8125,59
6450,"Lookout, The (2007)",3.25,59
4112,"Last Seduction, The (1994)",3.25,59
6338,Perfume: The Story of a Murderer (2006),3.25,59
4336,"Dancer Upstairs, The (2002)",3.8333333333333335,59
7054,"Taking of Pelham 1 2 3, The (2009)",3.1666666666666665,59
3495,Training Day (2001),3.794117647058824,59
2475,Boiler Room (2000),3.7142857142857135,59
4143,Narc (2002),3.2777777777777777,59
3206,Mississippi Burning (1988),3.5909090909090913,59
1660,"Lodger: A Story of the London Fog, The (1927)",3.5,59
7727,This Must Be the Place (2011),3.5,59
2389,The Falcon and the Snowman (1985),3.3,59
397,Fresh (1994),3.75,59
4680,Gorky Park (1983),3.5,59
8018,Killing Them Softly (2012),3.125,59
5050,Bring Me the Head of Alfredo Garcia (1974),3.5,59
3248,Rape Me (Baise-moi) (2000),3.5,59
6839,Traitor (2008),3.375,59
6045,Revolver (2005),3.3571428571428568,59
6155,Inside Man (2006),3.8,59
4914,Never Die Alone (2004),3.5,59
3808,"Salton Sea, The (2002)",3.35,59
3028,Antitrust (2001),3.5625,59
7926,Cleanskin (2012),3.5,59
2653,Marathon Man (1976),3.4615384615384617,59
4607,Out of Time (2003),3.5,59
5744,"Assassination of Richard Nixon, The (2004)",3.5,59
6566,"Brave One, The (2007)",3.25,59
4436,Dirty Pretty Things (2002),3.625,59
7092,Obsessed (2009),3.5,59
6428,Zodiac (2007),3.7105263157894735,59
420,Killing Zoe (1994),3.625,59
7523,"Lincoln Lawyer, The (2011)",3.6,59
8384,"Bag Man, The (2014)",3.5,59
3306,Beaches (1988),2.9,60
1415,Going My Way (1944),3.25,60
7915,Rock of Ages (2012),2.75,60
5506,Hair (1979),3.1666666666666665,60
5914,It's All Gone Pete Tong (2004),3.1666666666666665,60
6439,Becoming Jane (2007),2.9166666666666665,61
3689,Birthday Girl (2001),2.8,61
1688,Indecent Proposal (1993),3.0,61
6940,Wild Child (2008),3.0,61
3187,Love Story (1970),3.0,61
7449,Heartbeats (Les amours imaginaires) (2010),3.0,61
2967,"Legend of Bagger Vance, The (2000)",3.066666666666667,61
1815,Violets Are Blue... (1986),3.0,61
570,Feeling Minnesota (1996),2.7,61
1314,Music From Another Room (1998),3.0,61
518,One Fine Day (1996),3.0,61
2656,Love and Basketball (2000),3.0,61
4412,"Bodies, Rest & Motion (1993)",3.0,61
42,How to Make an American Quilt (1995),3.066666666666667,61
1144,Inventing the Abbotts (1997),3.0,61
7338,Blue Valentine (2010),2.8,61
2584,Here on Earth (2000),3.0,61
7921,Magic Mike (2012),2.7,61
402,Go Fish (1994),2.75,61
2981,Quills (2000),3.0,61
2560,Jungle Fever (1991),3.071428571428572,61
6426,Amazing Grace (2006),3.0,61
2345,Stanley & Iris (1990),2.75,61
7351,Letters to Juliet (2010),2.833333333333333,61
170,Total Eclipse (1995),3.0,61
75,Once Upon a Time... When We Were Colored (1995),3.0,61
2769,9 1/2 Weeks (Nine 1/2 Weeks) (1986),2.7,61
7563,Jane Eyre (2011),3.0,61
4620,Sylvia (2003),3.0,61
7810,"Art of Getting By, The (2011)",3.0,61
3030,Save the Last Dance (2001),2.84375,61
6860,Rachel Getting Married (2008),2.75,61
3328,For Keeps (1988),3.0,61
1270,"I Love You, I Love You Not (1996)",3.0,61
752,Bliss (1997),3.0,61
7814,"Vow, The (2012)",2.6666666666666665,61
7572,Room in Rome (Habitación en Roma) (2010),2.75,61
4600,"Gas, Food, Lodging (1992)",2.75,61
2746,"Fabulous Baker Boys, The (1989)",3.071428571428572,61
3315,Cocktail (1988),2.9545454545454546,61
1918,"School of Flesh, The (École de la chair, L') (1998)",3.0,61
45,When Night Is Falling (1995),3.0,61
985,Somewhere in Time (1980),3.071428571428572,61
1974,This Is My Father (1998),3.0,61
4794,Honey (2003),3.0,61
2383,Onegin (1999),3.0,61
4801,Mona Lisa Smile (2003),2.8,61
2214,Flashdance (1983),2.875,61
4776,Beyond the Clouds (Al di là delle nuvole) (1996),3.0,61
8179,Now You See Me (2013),3.4090909090909087,62
6846,Righteous Kill (2008),3.0,62
5296,Sherlock Holmes and the Secret Weapon (1942),3.0,62
5294,Sherlock Holmes: Terror by Night (1946),3.0,62
5337,Murder on the Orient Express (1974),3.25,62
3991,Red Dragon (2002),3.4354838709677415,62
1250,Switchback (1997),3.0,62
831,Basic Instinct (1992),3.191489361702128,62
3329,Frantic (1988),3.1666666666666665,62
5086,"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom) (2003)",4.25,63
1420,All the King's Men (1949),4.25,63
796,Secrets & Lies (1996),4.590909090909091,63
4747,"Woman Under the Influence, A (1974)",5.0,63
2947,Two Family House (2000),5.0,63
3911,Red Beard (Akahige) (1965),4.5,63
4836,"Ox-Bow Incident, The (1943)",4.5,63
1753,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4.285714285714286,63
1762,"Celebration, The (Festen) (1998)",4.458333333333333,63
1382,Beyond Silence (Jenseits der Stille) (1996),4.5,63
3068,Hope and Glory (1987),4.333333333333333,63
4393,"Long, Hot Summer, The (1958)",4.0,63
979,Raise the Red Lantern (Da hong deng long gao gao gua) (1991),4.333333333333333,63
36,"Cry, the Beloved Country (1995)",4.25,63
6626,Enchanted (2007),3.6764705882352944,64
8303,Frozen (2013),3.6206896551724137,64
6005,Corpse Bride (2005),3.5340909090909087,64
3599,Flash Gordon (1980),3.1875,65
4425,Terminator 3: Rise of the Machines (2003),3.0444444444444443,65
9706,Rampage (2018),3.0,65
2766,Mad Max Beyond Thunderdome (1985),3.270833333333333,65
9557,Valerian and the City of a Thousand Planets (2017),2.875,65
9484,Power Rangers (2017),3.0,65
1557,"Rocketeer, The (1991)",3.2564102564102564,65
1979,Star Wars: Episode I - The Phantom Menace (1999),3.1071428571428568,65
1567,Tron (1982),3.34,65
176,Waterworld (1995),2.9130434782608696,65
6963,Outlander (2008),3.333333333333333,65
1058,Star Trek III: The Search for Spock (1984),3.261904761904762,65
385,Demolition Man (1993),3.092592592592593,65
1904,Logan's Run (1976),3.2291666666666665,65
275,Stargate (1994),3.375,65
3731,"Time Machine, The (2002)",2.863636363636364,65
6008,Oliver Twist (2005),3.5,66
4676,"Tale of Two Cities, A (1935)",4.0,66
1428,Oliver! (1968),3.571428571428572,66
4164,Nicholas Nickleby (2002),4.0,66
3929,Mostly Martha (Bella Martha) (2001),3.5,67
4252,Late Marriage (Hatuna Meuheret) (2001),3.5,67
6979,Away We Go (2009),3.5,67
6132,Imagine Me & You (2005),3.5,67
5223,"Terminal, The (2004)",3.3191489361702127,67
1586,Ever After: A Cinderella Story (1998),3.6190476190476186,67
6854,Nick and Norah's Infinite Playlist (2008),3.35,67
4906,Mad Dog and Glory (1993),3.333333333333333,67
6550,2 Days in Paris (2007),3.5,67
6615,Itty Bitty Titty Committee (2007),3.5,67
7996,LOL (2012),3.5,67
8373,"Oversimplification of Her Beauty, An (2012)",3.5,67
4468,"Divorce, Le (2003)",3.5,67
8607,Courier (1987),3.5,67
3299,"Accidental Tourist, The (1988)",3.6,67
8037,10 Years (2011),3.5,67
8209,The Spectacular Now (2013),3.25,67
6865,Zack and Miri Make a Porno (2008),3.523809523809524,67
4026,Saturday Night Fever (1977),3.3181818181818183,67
3636,Joe Somebody (2001),3.333333333333333,67
6184,Friends with Money (2006),3.25,67
6496,Cashback (2006),3.25,67
4791,"Cooler, The (2003)",3.55,67
9310,Swiss Army Man (2016),3.25,67
1626,Next Stop Wonderland (1998),3.3125,67
3905,Tadpole (2002),3.333333333333333,67
2025,My Son the Fanatic (1997),3.5,67
9691,Elsa & Fred (2005),3.5,67
472,Sleepless in Seattle (1993),3.4716981132075477,67
4343,101 Reykjavik (101 Reykjavík) (2000),3.5,67
3034,Mystic Pizza (1988),3.375,67
1384,Can't Hardly Wait (1998),3.333333333333333,67
6585,Dan in Real Life (2007),3.388888888888889,67
7994,Love Lasts Three Years (L'amour dure trois ans) (2011),3.5,67
6600,The Jane Austen Book Club (2007),3.5,67
3291,Jump Tomorrow (2001),3.5,67
6029,Elizabethtown (2005),3.5,67
2642,Keeping the Faith (2000),3.452380952380953,67
9628,Front Cover (2016),3.5,67
1231,Chasing Amy (1997),3.5769230769230766,67
3048,Barfly (1987),3.5,67
4857,Latter Days (2003),3.5,67
7337,Cemetery Junction (2010),3.5,67
1953,Friends & Lovers (1999),3.5,67
3177,"World According to Garp, The (1982)",3.555555555555556,67
4262,Bend It Like Beckham (2002),3.3,67
4433,How to Deal (2003),3.5,67
5090,"Thing Called Love, The (1993)",3.5,67
6682,"Definitely, Maybe (2008)",3.4285714285714284,67
4704,Proof (1991),3.2624482748109638,67
7604,Something Borrowed (2011),3.25,67
4553,Under the Tuscan Sun (2003),3.2777777777777777,67
1374,Bulworth (1998),3.270833333333333,67
9404,La La Land (2016),3.388888888888889,67
8960,Da geht noch was! (2013),3.5,67
5668,Remember Me (Ricordati di me) (2003),3.5,67
1041,"Mirror Has Two Faces, The (1996)",3.375,67
6532,No Reservations (2007),3.25,67
3639,"Majestic, The (2001)",3.5,67
3937,"Care Bears Movie, The (1985)",1.5,68
9084,The Little Prince (2015),2.25,68
3663,Fire and Ice (1983),1.5,68
2160,Thumbelina (1994),2.0,68
3782,"Atomic Cafe, The (1982)",4.5,69
5238,Manufacturing Consent: Noam Chomsky and the Media (1992),4.25,69
5400,Control Room (2004),4.333333333333333,69
7443,Restrepo (2010),3.1666666666666665,69
4803,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The (2003)",4.307692307692308,69
5817,Gunner Palace (2004),3.6666666666666665,69
7829,"Civil War, The (1990)",4.0,69
8585,Virunga (2014),4.0,69
6345,Shooting Dogs (a.k.a. Beyond the Gates) (2005),4.0,69
6705,Zeitgeist: The Movie (2007),3.75,69
6207,Poseidon (2006),2.875,70
7774,Mission: Impossible - Ghost Protocol (2011),3.6590909090909087,70
7769,"Bourne Legacy, The (2012)",3.138888888888889,70
7955,Skyfall (2012),3.81,70
4447,Spy Kids 3-D: Game Over (2003),2.0,71
4483,Agent Cody Banks (2003),1.9,71
5912,"Adventures of Sharkboy and Lavagirl 3-D, The (2005)",1.75,71
1141,Turbo: A Power Rangers Movie (1997),2.0,71
8381,"Garden of Words, The (Koto no ha no niwa) (2013)",5.0,72
9622,"The Night Is Short, Walk on Girl (2017)",4.5,72
8547,The Book of Life (2014),4.0,72
3650,I Am Sam (2001),3.7647058823529416,73
4862,"Dreamers, The (2003)",3.7307692307692313,73
7697,Warrior (2011),3.727272727272727,73
1046,Sling Blade (1996),3.8404255319148937,73
9257,Sing Street (2016),3.8333333333333335,73
7469,"Fighter, The (2010)",3.760869565217391,73
9314,The Fundamentals of Caring (2016),3.75,73
7665,"Help, The (2011)",3.8333333333333335,73
1665,My Bodyguard (1980),3.8571428571428568,73
5706,"Chorus, The (Choristes, Les) (2004)",3.9090909090909087,73
9128,Creed (2015),3.75,73
3625,Iris (2001),3.875,73
8260,Short Term 12 (2013),3.75,73
2920,Remember the Titans (2000),3.7439024390243913,73
1051,"Crucible, The (1996)",3.9,73
7413,"Social Network, The (2010)",3.8859649122807016,73
3570,Tape (2001),3.875,73
7728,Shame (2011),3.75,73
5692,Intimate Strangers (Confidences trop intimes) (2004),3.75,73
1230,"Ice Storm, The (1997)",3.882352941176471,73
9043,The Danish Girl (2015),3.75,73
7688,Moneyball (2011),3.8846153846153846,73
7707,Take Shelter (2011),3.75,73
3683,"Son's Room, The (Stanza del figlio, La) (2001)",3.8333333333333335,73
3564,Life as a House (2001),3.888888888888889,73
9162,"Big Short, The (2015)",3.9615384615384617,73
1661,Rounders (1998),3.861111111111111,73
1438,Rain Man (1988),3.8072916666666665,73
4804,House of Sand and Fog (2003),3.7777777777777777,73
6172,Akeelah and the Bee (2006),3.8,73
7984,"Master, The (2012)",3.9166666666666665,73
8745,Me and Earl and the Dying Girl (2015),3.75,73
8602,Still Alice (2014),3.8,73
8420,Locke (2013),3.8333333333333335,73
8632,Big Eyes (2014),3.75,73
2959,Billy Elliot (2000),3.8513513513513513,73
7206,Invictus (2009),3.8571428571428568,73
6380,Miss Potter (2006),3.75,73
6373,Notes on a Scandal (2006),3.75,73
2342,"River Runs Through It, A (1992)",3.9318181818181817,73
463,Searching for Bobby Fischer (1993),3.875,73
6369,Freedom Writers (2007),3.75,73
7204,"Single Man, A (2009)",3.8333333333333335,73
6366,We Are Marshall (2006),3.75,73
6354,Fast Food Nation (2006),3.8333333333333335,73
6350,Bobby (2006),3.8333333333333335,73
4366,Whale Rider (2002),3.75,73
6321,Infamous (2006),3.75,73
8947,Steve Jobs (2015),3.75,73
2060,"Color Purple, The (1985)",3.9166666666666665,73
6258,"Pursuit of Happyness, The (2006)",3.793478260869565,73
2992,Wall Street (1987),3.75,73
225,Little Women (1994),3.8809523809523814,73
6277,The Queen (2006),3.7307692307692313,73
6927,"Wrestler, The (2008)",3.7352941176470584,73
3993,Heaven (2002),3.75,73
6121,"World's Fastest Indian, The (2005)",3.7857142857142856,73
8307,Mandela: Long Walk to Freedom (2013),3.75,73
6110,Glory Road (2006),3.75,73
6167,Take the Lead (2006),3.75,73
6923,Frost/Nixon (2008),3.9444444444444446,73
8453,Boyhood (2014),3.8235294117647056,73
181,Burnt by the Sun (Utomlyonnye solntsem) (1994),3.8333333333333335,73
9438,Hidden Figures (2016),3.8,73
5741,"Woodsman, The (2004)",3.8333333333333335,73
4097,The Emperor's Club (2002),3.875,73
4397,"Unforgiven, The (1960)",3.8333333333333335,74
3501,"Great Silence, The (Grande silenzio, Il) (1969)",4.0,74
1408,Cimarron (1931),3.5,74
982,High Noon (1952),4.2105263157894735,74
